0.023309935	-0.10076333	-0.025858996	-0.090152875	-0.0060572303	0.010102326	0.0140042575	0.006522899	0.0016892808	-0.15249027	0.02067562	0.058315907	-0.09641805	0.10732649	0.04091144	-0.032855928
-0.008126056	-0.13716975	0.04519903	-0.11915938	0.011856457	-0.025655711	-0.02921501	0.02138192	-0.005664891	-0.10046574	0.08445817	0.08727945	-0.049398407	0.0887283	0.019939931	-0.0010631572
0.046055794	-0.1176559	-0.028474065	-0.08511512	-0.028301073	-0.1011708	0.02370839	0.07255679	0.031358317	-0.15359077	0.023713442	0.058774423	-0.023204528	0.06970276	0.016645705	-0.048784517
-0.017004384	-0.09715646	0.012355242	-0.06736488	0.01729882	-0.082895346	-0.0038761345	0.014326526	0.018530972	-0.13757566	-0.026737835	0.027982429	-0.02504178	0.017032743	0.008298818	0.03410653
0.0053817164	-0.13499302	-0.02429168	-0.09767518	-0.064405456	-0.019687882	-0.012402664	0.026714839	0.010923416	-0.049304467	0.013063962	0.0101843085	-0.074532	0.060558293	0.06325296	0.01265465
-0.017793097	-0.10854831	0.004978774	-0.09392155	-0.027736768	0.005424338	-0.034735326	0.050250933	-0.048243467	-0.031302758	0.06424679	0.02965745	-0.0683946	0.048760146	0.026935065	-0.023631606
0.06719635	-0.11422527	-0.016200498	-0.17577572	0.015093516	-0.088394254	0.050687194	0.03367547	-0.046135657	-0.1138146	0.0057765255	0.0146441795	-0.08138992	0.07889924	0.0806905	0.02595219
-0.02773942	-0.06698148	0.0047413646	-0.09792571	0.014691539	-0.008076204	0.010555875	0.06021606	0.003098438	-0.03532328	-0.0027750782	0.004741882	-0.030649355	0.05916019	0.005987024	-0.0002557674
0.0036255473	-0.10489905	0.040634617	-0.06527685	-0.019307192	-0.047986727	0.0376324	0.048374075	0.0033584442	-0.14794429	0.026126953	0.06769044	0.037644412	0.08341511	-0.022539707	0.027466664
0.048822436	-0.09165084	-0.014477487	-0.10278146	0.05678544	-0.09370625	-0.0029518355	0.07924268	-0.0025433444	-0.07870946	0.013913223	0.04953015	-0.024433833	-0.012769444	-0.015434843	-0.028312609
0.009918739	-0.11883241	-0.02185113	-0.07611157	-0.010064887	-0.00063968287	-0.05281202	-0.002831546	0.024328116	-0.20285484	0.031619176	0.037902776	-0.0369962	0.026216408	0.058171853	0.0135834515
-0.027566472	-0.076081455	-0.0009864364	-0.1314612	-0.044188015	-0.02165044	-0.06721627	0.0497327	0.08464751	-0.18548772	0.018707795	0.027387137	-0.06890206	0.029843133	0.03065036	0.04701557
-0.057471585	-0.13539453	-0.009382258	-0.028632434	0.032427933	-0.053686872	-0.0015840183	0.030836929	-0.038409494	-0.031064503	0.021919943	0.034859553	-0.00965425	0.080810905	-0.03022138	-0.010270894
0.025646754	-0.09802726	0.04455289	-0.10938256	-0.03574899	-0.031858042	0.05025932	0.06721202	0.061123744	-0.0017950838	0.019636353	-0.053701803	-0.1350516	0.09573277	-0.03241618	0.0052233757
-0.05743598	-0.023472207	-0.016278481	-0.033423632	0.025794422	-0.08286108	-0.1003117	0.04529657	0.027183723	-0.1398585	-0.051248614	0.013169227	0.03288955	0.042230062	-0.05737679	-0.01604378
0.055472773	-0.102087036	0.035248786	-0.11024241	-0.061467193	-0.08028306	0.04705615	-0.0020327496	-0.0014210661	-0.15727323	0.09230997	0.020070676	-0.074338615	0.00996459	0.021492684	-0.0045988583
-0.03370233	0.071871065	-0.022520313	-0.11215921	0.024819415	-0.071539186	0.006281972	0.040363725	-0.0056499518	-0.058605697	-0.010738395	0.057781838	0.003666028	0.05133269	-0.008337788	0.041651897
-0.02577849	-0.028910931	0.053690057	-0.099880226	-0.01990606	-0.079520285	-0.034602664	-0.018626014	0.027347673	-0.13013192	0.0494603	0.033534095	-0.007289107	0.1096482	0.039910637	0.040040806
-0.08415689	-0.18764262	0.02789905	-0.12525377	0.07301265	-0.00921884	-0.054968905	0.059433322	-0.07502778	-0.006118703	0.057810523	0.027827758	-0.091511436	0.035146404	0.007990038	-0.03806296
0.005331961	-0.041289676	0.038523003	-0.040210057	-0.04293851	-0.10254231	0.033851292	0.1141065	-0.08512874	-0.07190316	-0.058178846	0.02023783	0.031907983	0.010452511	0.06832744	0.0034925456
0.02917384	-0.09543026	-0.045155864	-0.122436784	-0.042387944	-0.057467878	0.021813244	0.0029190946	0.05104858	0.015014926	0.010414193	-0.060972888	-0.05364461	0.095147796	-0.0028228927	0.11390413
